org,model,modelId
nvidia,gpt3-8b-multi-3.5t-base,nvidia/gpt3-8b-multi-3.5t-base
nvidia,mamba2-8b-3t-4k,nvidia/mamba2-8b-3t-4k
nvidia,mamba2-hybrid-8b-3t-128k,nvidia/mamba2-hybrid-8b-3t-128k
nvidia,mamba2-hybrid-8b-3t-32k,nvidia/mamba2-hybrid-8b-3t-32k
nvidia,mamba2-hybrid-8b-3t-4k,nvidia/mamba2-hybrid-8b-3t-4k
nvidia,nemo-megatron-gpt-1.3B,nvidia/nemo-megatron-gpt-1.3B
nvidia,nemo-megatron-gpt-20B,nvidia/nemo-megatron-gpt-20B
nvidia,nemo-megatron-gpt-5B,nvidia/nemo-megatron-gpt-5B
nvidia,nemo-megatron-mt5-3B,nvidia/nemo-megatron-mt5-3B
nvidia,nemo-megatron-t5-3B,nvidia/nemo-megatron-t5-3B
nvidia,nemotron-3-8b-base-4k,nvidia/nemotron-3-8b-base-4k
nvidia,nemotron-3-8b-chat-4k-rlhf,nvidia/nemotron-3-8b-chat-4k-rlhf
nvidia,nemotron-3-8b-chat-4k-sft,nvidia/nemotron-3-8b-chat-4k-sft
nvidia,nemotron-3-8b-chat-4k-steerlm,nvidia/nemotron-3-8b-chat-4k-steerlm
nvidia,nemotron-3-8b-qa-4k,nvidia/nemotron-3-8b-qa-4k
openbmb,BitCPM4-0.5B,openbmb/BitCPM4-0.5B
openbmb,BitCPM4-1B,openbmb/BitCPM4-1B
openbmb,Eurus-70b-nca,openbmb/Eurus-70b-nca
openbmb,Eurus-70b-sft,openbmb/Eurus-70b-sft
openbmb,Eurus-7b-kto,openbmb/Eurus-7b-kto
openbmb,Eurus-7b-sft,openbmb/Eurus-7b-sft
openbmb,Eurus-RM-7b,openbmb/Eurus-RM-7b
openbmb,Eurux-8x22b-kto,openbmb/Eurux-8x22b-kto
openbmb,Eurux-8x22b-nca,openbmb/Eurux-8x22b-nca
openbmb,MiniCPM-1B-sft-bf16,openbmb/MiniCPM-1B-sft-bf16
openbmb,MiniCPM-2B-128k,openbmb/MiniCPM-2B-128k
openbmb,MiniCPM-2B-dpo-bf16,openbmb/MiniCPM-2B-dpo-bf16
openbmb,MiniCPM-2B-dpo-bf16-llama-format,openbmb/MiniCPM-2B-dpo-bf16-llama-format
openbmb,MiniCPM-2B-dpo-fp16,openbmb/MiniCPM-2B-dpo-fp16
openbmb,MiniCPM-2B-dpo-fp32,openbmb/MiniCPM-2B-dpo-fp32
openbmb,MiniCPM-2B-dpo-int4,openbmb/MiniCPM-2B-dpo-int4
openbmb,MiniCPM-2B-history,openbmb/MiniCPM-2B-history
openbmb,MiniCPM-2B-sft-bf16,openbmb/MiniCPM-2B-sft-bf16
openbmb,MiniCPM-2B-sft-bf16-llama-format,openbmb/MiniCPM-2B-sft-bf16-llama-format
openbmb,MiniCPM-2B-sft-fp32,openbmb/MiniCPM-2B-sft-fp32
openbmb,MiniCPM-2B-sft-fp32-llama-format,openbmb/MiniCPM-2B-sft-fp32-llama-format
openbmb,MiniCPM-2B-sft-int4,openbmb/MiniCPM-2B-sft-int4
openbmb,MiniCPM-Embedding,openbmb/MiniCPM-Embedding
openbmb,MiniCPM-Embedding-Light,openbmb/MiniCPM-Embedding-Light
openbmb,MiniCPM-Llama3-V-2_5,openbmb/MiniCPM-Llama3-V-2_5
openbmb,MiniCPM-MoE-8x2B,openbmb/MiniCPM-MoE-8x2B
openbmb,MiniCPM-Reranker,openbmb/MiniCPM-Reranker
openbmb,MiniCPM-Reranker-Light,openbmb/MiniCPM-Reranker-Light
openbmb,MiniCPM-S-1B-sft,openbmb/MiniCPM-S-1B-sft
openbmb,MiniCPM-V,openbmb/MiniCPM-V
openbmb,MiniCPM-V-2,openbmb/MiniCPM-V-2
openbmb,MiniCPM-V-2_6,openbmb/MiniCPM-V-2_6
openbmb,MiniCPM-V-4_5,openbmb/MiniCPM-V-4_5
openbmb,MiniCPM-o-2_6,openbmb/MiniCPM-o-2_6
openbmb,MiniCPM3-4B,openbmb/MiniCPM3-4B
openbmb,MiniCPM4-0.5B,openbmb/MiniCPM4-0.5B
openbmb,MiniCPM4-0.5B-mlx,openbmb/MiniCPM4-0.5B-mlx
openbmb,MiniCPM4-8B,openbmb/MiniCPM4-8B
openbmb,MiniCPM4-8B-Eagle-FRSpec,openbmb/MiniCPM4-8B-Eagle-FRSpec
openbmb,MiniCPM4-8B-Eagle-FRSpec-QAT-cpmcu,openbmb/MiniCPM4-8B-Eagle-FRSpec-QAT-cpmcu
openbmb,MiniCPM4-8B-Eagle-vLLM,openbmb/MiniCPM4-8B-Eagle-vLLM
openbmb,MiniCPM4-8B-marlin-Eagle-vLLM,openbmb/MiniCPM4-8B-marlin-Eagle-vLLM
openbmb,MiniCPM4-8B-marlin-cpmcu,openbmb/MiniCPM4-8B-marlin-cpmcu
openbmb,MiniCPM4-8B-marlin-vLLM,openbmb/MiniCPM4-8B-marlin-vLLM
openbmb,MiniCPM4-8B-mlx,openbmb/MiniCPM4-8B-mlx
openbmb,MiniCPM4-MCP,openbmb/MiniCPM4-MCP
openbmb,MiniCPM4-Survey,openbmb/MiniCPM4-Survey
openbmb,MiniCPM4.1-8B,openbmb/MiniCPM4.1-8B
openbmb,MiniCPM4.1-8B-Eagle3,openbmb/MiniCPM4.1-8B-Eagle3
openbmb,MiniCPM4.1-8B-Marlin,openbmb/MiniCPM4.1-8B-Marlin
openbmb,OmniLMM-12B,openbmb/OmniLMM-12B
openbmb,RLAIF-V-12B,openbmb/RLAIF-V-12B
openbmb,RLAIF-V-7B,openbmb/RLAIF-V-7B
openbmb,RLHF-V,openbmb/RLHF-V
openbmb,RLHF-V-SFT,openbmb/RLHF-V-SFT
openbmb,RLPR-Gemma2-2B-it,openbmb/RLPR-Gemma2-2B-it
openbmb,RLPR-Llama3.1-8B-Inst,openbmb/RLPR-Llama3.1-8B-Inst
openbmb,RLPR-Qwen2.5-7B-Base,openbmb/RLPR-Qwen2.5-7B-Base
openbmb,Ultra-FineWeb-classifier,openbmb/Ultra-FineWeb-classifier
openbmb,UltraCM-13b,openbmb/UltraCM-13b
openbmb,UltraLM-13b,openbmb/UltraLM-13b
openbmb,UltraLM-13b-v2.0,openbmb/UltraLM-13b-v2.0
openbmb,UltraLM-65b,openbmb/UltraLM-65b
openbmb,UltraRM-13b,openbmb/UltraRM-13b
openbmb,VisCPM-Chat,openbmb/VisCPM-Chat
openbmb,VisCPM-Paint,openbmb/VisCPM-Paint
openbmb,VisRAG-Ret,openbmb/VisRAG-Ret
openbmb,VoxCPM-0.5B,openbmb/VoxCPM-0.5B
openbmb,chattts_tokenizer,openbmb/chattts_tokenizer
openbmb,cpm-ant-10b,openbmb/cpm-ant-10b
openbmb,cpm-bee-10b,openbmb/cpm-bee-10b
openbmb,cpm-bee-1b,openbmb/cpm-bee-1b
openbmb,cpm-bee-2b,openbmb/cpm-bee-2b
openbmb,cpm-bee-5b,openbmb/cpm-bee-5b
openai,gpt-oss-20b,openai/gpt-oss-20b
openai,gpt-oss-120b,openai/gpt-oss-120b
tencent,Hunyuan-0.5B-Instruct,tencent/Hunyuan-0.5B-Instruct
tencent,Hunyuan-0.5B-Pretrain,tencent/Hunyuan-0.5B-Pretrain
tencent,Hunyuan-1.8B-Instruct,tencent/Hunyuan-1.8B-Instruct
tencent,Hunyuan-1.8B-Pretrain,tencent/Hunyuan-1.8B-Pretrain
tencent,Hunyuan-4B-Instruct,tencent/Hunyuan-4B-Instruct
tencent,Hunyuan-4B-Pretrain,tencent/Hunyuan-4B-Pretrain
tencent,Hunyuan-7B-Instruct,tencent/Hunyuan-7B-Instruct
tencent,Hunyuan-7B-Instruct-0124,tencent/Hunyuan-7B-Instruct-0124
tencent,Hunyuan-7B-Pretrain,tencent/Hunyuan-7B-Pretrain
tencent,Hunyuan-7B-Pretrain-0124,tencent/Hunyuan-7B-Pretrain-0124
tencent,Hunyuan-A13B-Instruct,tencent/Hunyuan-A13B-Instruct
tencent,Hunyuan-A13B-Pretrain,tencent/Hunyuan-A13B-Pretrain
tencent,Hunyuan-MT-7B,tencent/Hunyuan-MT-7B
tencent,Hunyuan-MT-Chimera-7B,tencent/Hunyuan-MT-Chimera-7B
tencent,Hunyuan3D-Omni,tencent/Hunyuan3D-Omni
tencent,Tencent-Hunyuan-Large,tencent/Tencent-Hunyuan-Large
